Sensor ID,Asset ID (FK),Sensor Type,Reading Value,Timestamp,Baseline Value
SNS-1001-V,AST-1001,Vibration,3.54,2025-10-08 09:36,2.5
SNS-1001-V,AST-1001,Vibration,2.6,2025-10-09 12:36,2.5
SNS-1001-V,AST-1001,Vibration,3.06,2025-10-10 15:30,2.5
SNS-1001-V,AST-1001,Vibration,2.6,2025-10-11 08:19,2.5
SNS-1001-V,AST-1001,Vibration,2.76,2025-10-12 03:43,2.5
SNS-1001-V,AST-1001,Vibration,3.36,2025-10-13 09:18,2.5
SNS-1001-V,AST-1001,Vibration,2.77,2025-10-14 11:29,2.5
SNS-1001-V,AST-1001,Vibration,2.9,2025-10-15 04:32,2.5
SNS-1001-V,AST-1001,Vibration,3.12,2025-10-16 04:50,2.5
SNS-1001-V,AST-1001,Vibration,2.72,2025-10-17 06:48,2.5
SNS-1001-V,AST-1001,Vibration,2.59,2025-10-18 18:07,2.5
SNS-1001-V,AST-1001,Vibration,2.66,2025-10-19 17:49,2.5
SNS-1001-V,AST-1001,Vibration,2.58,2025-10-20 21:43,2.5
SNS-1001-V,AST-1001,Vibration,2.47,2025-10-21 04:05,2.5
SNS-1001-V,AST-1001,Vibration,2.53,2025-10-22 18:05,2.5
SNS-1001-V,AST-1001,Vibration,2.97,2025-10-23 01:10,2.5
SNS-1001-V,AST-1001,Vibration,2.96,2025-10-24 16:53,2.5
SNS-1001-V,AST-1001,Vibration,2.5,2025-10-25 16:10,2.5
SNS-1001-V,AST-1001,Vibration,2.86,2025-10-26 11:01,2.5
SNS-1001-V,AST-1001,Vibration,2.64,2025-10-27 03:42,2.5
SNS-1001-V,AST-1001,Vibration,2.36,2025-10-28 05:45,2.5
SNS-1001-V,AST-1001,Vibration,2.84,2025-10-29 17:47,2.5
SNS-1001-V,AST-1001,Vibration,2.08,2025-10-30 01:52,2.5
SNS-1001-V,AST-1001,Vibration,2.35,2025-10-31 19:50,2.5
SNS-1001-V,AST-1001,Vibration,2.56,2025-11-01 19:02,2.5
SNS-1001-V,AST-1001,Vibration,2.85,2025-11-02 07:39,2.5
SNS-1001-V,AST-1001,Vibration,2.65,2025-11-03 04:16,2.5
SNS-1001-V,AST-1001,Vibration,2.35,2025-11-04 17:26,2.5
SNS-1001-V,AST-1001,Vibration,2.02,2025-11-05 02:15,2.5
SNS-1001-V,AST-1001,Vibration,2.68,2025-11-06 10:46,2.5
SNS-1001-V,AST-1001,Vibration,3.14,2025-11-07 09:22,2.5
SNS-1001-V,AST-1001,Vibration,2.92,2025-11-08 05:05,2.5
SNS-1001-V,AST-1001,Vibration,3.33,2025-11-09 14:50,2.5
SNS-1001-V,AST-1001,Vibration,3.2,2025-11-10 14:52,2.5
SNS-1001-V,AST-1001,Vibration,2.42,2025-11-11 09:58,2.5
SNS-1001-V,AST-1001,Vibration,2.87,2025-11-12 06:30,2.5
SNS-1001-V,AST-1001,Vibration,3.13,2025-11-13 15:17,2.5
SNS-1001-V,AST-1001,Vibration,2.62,2025-11-14 02:24,2.5
SNS-1001-V,AST-1001,Vibration,2.57,2025-11-15 03:32,2.5
SNS-1001-V,AST-1001,Vibration,2.49,2025-11-16 02:44,2.5
SNS-1001-V,AST-1001,Vibration,2.61,2025-11-17 17:31,2.5
SNS-1001-V,AST-1001,Vibration,2.94,2025-11-18 09:50,2.5
SNS-1001-V,AST-1001,Vibration,3.05,2025-11-19 00:44,2.5
SNS-1001-V,AST-1001,Vibration,2.68,2025-11-20 04:42,2.5
SNS-1001-V,AST-1001,Vibration,2.94,2025-11-21 07:49,2.5
SNS-1001-V,AST-1001,Vibration,3.43,2025-11-22 06:36,2.5
SNS-1001-V,AST-1001,Vibration,2.73,2025-11-23 08:12,2.5
SNS-1001-V,AST-1001,Vibration,2.91,2025-11-24 10:14,2.5
SNS-1001-V,AST-1001,Vibration,2.86,2025-11-25 19:12,2.5
SNS-1001-V,AST-1001,Vibration,2.78,2025-11-26 19:47,2.5
SNS-1001-V,AST-1001,Vibration,2.94,2025-11-27 00:22,2.5
SNS-1001-V,AST-1001,Vibration,2.05,2025-11-28 14:07,2.5
SNS-1001-V,AST-1001,Vibration,2.86,2025-11-29 04:26,2.5
SNS-1001-V,AST-1001,Vibration,3.23,2025-11-30 09:37,2.5
SNS-1001-V,AST-1001,Vibration,2.81,2025-12-01 14:54,2.5
SNS-1001-V,AST-1001,Vibration,2.59,2025-12-02 05:12,2.5
SNS-1001-V,AST-1001,Vibration,2.5,2025-12-03 21:02,2.5
SNS-1001-V,AST-1001,Vibration,2.52,2025-12-04 14:37,2.5
SNS-1001-V,AST-1001,Vibration,2.31,2025-12-05 17:32,2.5
SNS-1001-V,AST-1001,Vibration,2.44,2025-12-06 11:07,2.5
SNS-1001-V,AST-1001,Vibration,3.09,2025-12-07 06:54,2.5
SNS-1001-V,AST-1001,Vibration,2.6,2025-12-08 15:06,2.5
SNS-1001-V,AST-1001,Vibration,2.53,2025-12-09 19:34,2.5
SNS-1001-V,AST-1001,Vibration,3.16,2025-12-10 06:34,2.5
SNS-1001-V,AST-1001,Vibration,2.64,2025-12-11 21:07,2.5
SNS-1001-V,AST-1001,Vibration,2.84,2025-12-12 07:30,2.5
SNS-1001-V,AST-1001,Vibration,3.26,2025-12-13 10:21,2.5
SNS-1001-V,AST-1001,Vibration,3.36,2025-12-14 21:17,2.5
SNS-1001-V,AST-1001,Vibration,2.91,2025-12-15 17:40,2.5
SNS-1001-V,AST-1001,Vibration,2.54,2025-12-16 16:51,2.5
SNS-1001-V,AST-1001,Vibration,2.77,2025-12-17 03:03,2.5
SNS-1001-V,AST-1001,Vibration,2.66,2025-12-18 11:49,2.5
SNS-1001-V,AST-1001,Vibration,3.11,2025-12-19 14:10,2.5
SNS-1001-V,AST-1001,Vibration,3.38,2025-12-20 04:00,2.5
SNS-1001-V,AST-1001,Vibration,2.86,2025-12-21 08:48,2.5
SNS-1001-V,AST-1001,Vibration,2.82,2025-12-22 01:26,2.5
SNS-1001-V,AST-1001,Vibration,2.77,2025-12-23 08:41,2.5
SNS-1001-V,AST-1001,Vibration,2.51,2025-12-24 14:45,2.5
SNS-1001-V,AST-1001,Vibration,2.85,2025-12-25 01:01,2.5
SNS-1001-V,AST-1001,Vibration,2.72,2025-12-26 10:17,2.5
SNS-1001-V,AST-1001,Vibration,2.45,2025-12-27 02:35,2.5
SNS-1001-V,AST-1001,Vibration,3.25,2025-12-28 05:30,2.5
SNS-1001-V,AST-1001,Vibration,2.93,2025-12-29 18:28,2.5
SNS-1001-V,AST-1001,Vibration,3.12,2025-12-30 10:19,2.5
SNS-1001-V,AST-1001,Vibration,2.86,2025-12-31 18:41,2.5
SNS-1001-V,AST-1001,Vibration,3.2,2026-01-01 10:43,2.5
SNS-1001-V,AST-1001,Vibration,2.93,2026-01-02 01:04,2.5
SNS-1001-V,AST-1001,Vibration,3.38,2026-01-03 05:20,2.5
SNS-1001-V,AST-1001,Vibration,2.76,2026-01-04 14:55,2.5
SNS-1001-V,AST-1001,Vibration,3.04,2026-01-05 21:46,2.5
SNS-1001-V,AST-1001,Vibration,3.37,2026-01-06 12:40,2.5
SNS-1001-V,AST-1001,Vibration,2.59,2026-01-07 21:13,2.5
SNS-1001-V,AST-1001,Vibration,3.04,2026-01-08 02:03,2.5
SNS-1001-V,AST-1001,Vibration,2.67,2026-01-09 02:39,2.5
SNS-1001-V,AST-1001,Vibration,2.74,2026-01-10 19:48,2.5
SNS-1001-V,AST-1001,Vibration,2.81,2026-01-11 18:19,2.5
SNS-1001-V,AST-1001,Vibration,2.78,2026-01-12 04:44,2.5
SNS-1001-V,AST-1001,Vibration,2.66,2026-01-13 04:30,2.5
SNS-1001-V,AST-1001,Vibration,2.71,2026-01-14 01:41,2.5
SNS-1001-V,AST-1001,Vibration,3.09,2026-01-15 10:54,2.5
SNS-1001-V,AST-1001,Vibration,2.94,2026-01-16 08:07,2.5
SNS-1001-V,AST-1001,Vibration,2.99,2026-01-17 02:35,2.5
SNS-1001-V,AST-1001,Vibration,2.36,2026-01-18 11:40,2.5
SNS-1001-V,AST-1001,Vibration,2.69,2026-01-19 03:10,2.5
SNS-1001-V,AST-1001,Vibration,3.11,2026-01-20 02:13,2.5
SNS-1001-V,AST-1001,Vibration,2.95,2026-01-21 21:41,2.5
SNS-1001-V,AST-1001,Vibration,2.65,2026-01-22 17:30,2.5
SNS-1001-V,AST-1001,Vibration,2.87,2026-01-23 18:23,2.5
SNS-1001-V,AST-1001,Vibration,2.61,2026-01-24 02:39,2.5
SNS-1001-V,AST-1001,Vibration,2.88,2026-01-25 04:49,2.5
SNS-1001-V,AST-1001,Vibration,2.63,2026-01-26 19:27,2.5
SNS-1001-V,AST-1001,Vibration,2.7,2026-01-27 01:11,2.5
SNS-1001-V,AST-1001,Vibration,2.73,2026-01-28 14:32,2.5
SNS-1001-V,AST-1001,Vibration,2.72,2026-01-29 04:24,2.5
SNS-1001-V,AST-1001,Vibration,2.63,2026-01-30 05:21,2.5
SNS-1001-V,AST-1001,Vibration,2.92,2026-01-31 18:14,2.5
SNS-1001-V,AST-1001,Vibration,2.81,2026-02-01 07:15,2.5
SNS-1001-V,AST-1001,Vibration,3.29,2026-02-02 19:21,2.5
SNS-1001-V,AST-1001,Vibration,2.84,2026-02-03 07:03,2.5
SNS-1001-V,AST-1001,Vibration,2.32,2026-02-04 17:17,2.5
SNS-1001-V,AST-1001,Vibration,2.56,2026-02-05 06:26,2.5
SNS-1001-V,AST-1001,Vibration,3.11,2026-02-06 05:39,2.5
SNS-1001-V,AST-1001,Vibration,3.16,2026-02-07 21:09,2.5
SNS-1001-V,AST-1001,Vibration,2.96,2026-02-08 10:19,2.5
SNS-1001-V,AST-1001,Vibration,3.3,2026-02-09 20:33,2.5
SNS-1001-V,AST-1001,Vibration,2.93,2026-02-10 05:29,2.5
SNS-1001-V,AST-1001,Vibration,3.52,2026-02-11 04:29,2.5
SNS-1001-V,AST-1001,Vibration,2.49,2026-02-12 03:54,2.5
SNS-1001-V,AST-1001,Vibration,2.58,2026-02-13 16:06,2.5
SNS-1001-V,AST-1001,Vibration,3.03,2026-02-14 02:37,2.5
SNS-1001-V,AST-1001,Vibration,3.01,2026-02-15 13:38,2.5
SNS-1001-V,AST-1001,Vibration,3.35,2026-02-16 14:04,2.5
SNS-1001-V,AST-1001,Vibration,2.09,2026-02-17 06:32,2.5
SNS-1001-V,AST-1001,Vibration,2.96,2026-02-18 03:06,2.5
SNS-1001-V,AST-1001,Vibration,2.6,2026-02-19 20:31,2.5
SNS-1001-V,AST-1001,Vibration,2.54,2026-02-20 19:48,2.5
SNS-1001-V,AST-1001,Vibration,2.81,2026-02-21 01:06,2.5
SNS-1001-V,AST-1001,Vibration,2.71,2026-02-22 21:36,2.5
SNS-1001-V,AST-1001,Vibration,2.65,2026-02-23 16:06,2.5
SNS-1001-V,AST-1001,Vibration,2.57,2026-02-24 07:58,2.5
SNS-1001-V,AST-1001,Vibration,3.12,2026-02-25 06:54,2.5
SNS-1001-V,AST-1001,Vibration,3.07,2026-02-26 22:03,2.5
SNS-1001-V,AST-1001,Vibration,2.99,2026-02-27 14:38,2.5
SNS-1001-V,AST-1001,Vibration,2.94,2026-02-28 20:25,2.5
SNS-1001-V,AST-1001,Vibration,2.58,2026-03-01 08:48,2.5
SNS-1001-V,AST-1001,Vibration,2.73,2026-03-02 09:27,2.5
SNS-1001-V,AST-1001,Vibration,3.39,2026-03-03 14:18,2.5
SNS-1001-V,AST-1001,Vibration,2.61,2026-03-04 08:28,2.5
SNS-1001-V,AST-1001,Vibration,2.85,2026-03-05 15:39,2.5
SNS-1001-V,AST-1001,Vibration,2.54,2026-03-06 02:38,2.5
SNS-1001-V,AST-1001,Vibration,3.12,2026-03-07 13:51,2.5
SNS-1001-V,AST-1001,Vibration,2.8,2026-03-08 01:39,2.5
SNS-1001-V,AST-1001,Vibration,3.13,2026-03-09 05:24,2.5
SNS-1001-V,AST-1001,Vibration,2.93,2026-03-10 02:53,2.5
SNS-1001-V,AST-1001,Vibration,2.37,2026-03-11 17:02,2.5
SNS-1001-V,AST-1001,Vibration,2.78,2026-03-12 12:05,2.5
SNS-1001-V,AST-1001,Vibration,3.2,2026-03-13 13:11,2.5
SNS-1001-V,AST-1001,Vibration,2.7,2026-03-14 13:49,2.5
SNS-1001-V,AST-1001,Vibration,2.7,2026-03-15 01:33,2.5
SNS-1001-V,AST-1001,Vibration,2.68,2026-03-16 13:16,2.5
SNS-1001-V,AST-1001,Vibration,3.14,2026-03-17 16:36,2.5
SNS-1001-V,AST-1001,Vibration,3.31,2026-03-18 04:20,2.5
SNS-1001-V,AST-1001,Vibration,3.0,2026-03-19 02:39,2.5
SNS-1001-V,AST-1001,Vibration,2.5,2026-03-20 18:34,2.5
SNS-1001-V,AST-1001,Vibration,2.99,2026-03-21 17:41,2.5
SNS-1001-V,AST-1001,Vibration,3.04,2026-03-22 14:18,2.5
SNS-1001-V,AST-1001,Vibration,2.98,2026-03-23 00:34,2.5
SNS-1001-V,AST-1001,Vibration,3.0,2026-03-24 05:29,2.5
SNS-1001-V,AST-1001,Vibration,2.6,2026-03-25 04:08,2.5
SNS-1001-V,AST-1001,Vibration,2.85,2026-03-26 03:38,2.5
SNS-1001-V,AST-1001,Vibration,3.34,2026-03-27 03:40,2.5
SNS-1001-V,AST-1001,Vibration,3.29,2026-03-28 10:23,2.5
SNS-1001-V,AST-1001,Vibration,3.01,2026-03-29 06:17,2.5
SNS-1001-V,AST-1001,Vibration,3.11,2026-03-30 21:15,2.5
SNS-1001-V,AST-1001,Vibration,2.27,2026-03-31 02:38,2.5
SNS-1001-V,AST-1001,Vibration,2.84,2026-04-01 15:17,2.5
SNS-1001-V,AST-1001,Vibration,3.0,2026-04-02 06:05,2.5
SNS-1001-V,AST-1001,Vibration,3.26,2026-04-03 02:37,2.5
SNS-1001-V,AST-1001,Vibration,2.75,2026-04-04 02:09,2.5
SNS-1001-V,AST-1001,Vibration,3.26,2026-04-05 15:40,2.5
SNS-1001-V,AST-1001,Vibration,2.48,2026-04-06 06:02,2.5
SNS-1001-V,AST-1001,Vibration,3.15,2026-04-07 19:58,2.5
SNS-1001-V,AST-1001,Vibration,2.83,2026-04-08 15:39,2.5
SNS-1001-V,AST-1001,Vibration,2.53,2026-04-09 02:46,2.5
SNS-1001-V,AST-1001,Vibration,3.1,2026-04-10 08:37,2.5
SNS-1001-V,AST-1001,Vibration,2.34,2026-04-11 17:55,2.5
SNS-1001-V,AST-1001,Vibration,2.28,2026-04-12 04:51,2.5
SNS-1001-V,AST-1001,Vibration,2.6,2026-04-13 06:53,2.5
SNS-1001-V,AST-1001,Vibration,3.12,2026-04-14 16:15,2.5
SNS-1001-V,AST-1001,Vibration,3.3,2026-04-15 18:13,2.5
SNS-1001-V,AST-1001,Vibration,2.44,2026-04-16 09:35,2.5
SNS-1001-V,AST-1001,Vibration,2.79,2026-04-17 22:12,2.5
SNS-1001-V,AST-1001,Vibration,3.0,2026-04-18 15:56,2.5
SNS-1001-V,AST-1001,Vibration,2.87,2026-04-19 03:57,2.5
SNS-1001-V,AST-1001,Vibration,3.13,2026-04-20 03:17,2.5
SNS-1001-V,AST-1001,Vibration,2.78,2026-04-21 08:05,2.5
SNS-1001-V,AST-1001,Vibration,2.72,2026-04-22 22:37,2.5
SNS-1001-V,AST-1001,Vibration,2.52,2026-04-23 18:16,2.5
SNS-1001-V,AST-1001,Vibration,2.78,2026-04-24 01:07,2.5
SNS-1001-V,AST-1001,Vibration,3.09,2026-04-25 19:26,2.5
SNS-1001-V,AST-1001,Vibration,2.92,2026-04-26 16:10,2.5
SNS-1001-V,AST-1001,Vibration,3.29,2026-04-27 08:31,2.5
SNS-1001-V,AST-1001,Vibration,2.46,2026-04-28 10:48,2.5
SNS-1001-V,AST-1001,Vibration,3.29,2026-04-29 20:24,2.5
SNS-1001-V,AST-1001,Vibration,2.79,2026-04-30 14:24,2.5
SNS-1001-V,AST-1001,Vibration,2.66,2026-05-01 07:29,2.5
SNS-1001-V,AST-1001,Vibration,2.68,2026-05-02 22:50,2.5
SNS-1001-V,AST-1001,Vibration,2.8,2026-05-03 03:00,2.5
SNS-1001-V,AST-1001,Vibration,3.2,2026-05-04 13:26,2.5
SNS-1001-V,AST-1001,Vibration,2.81,2026-05-05 16:26,2.5
SNS-1001-V,AST-1001,Vibration,2.89,2026-05-06 05:47,2.5
SNS-1001-V,AST-1001,Vibration,2.48,2026-05-07 14:48,2.5
SNS-1001-V,AST-1001,Vibration,3.01,2026-05-08 05:51,2.5
SNS-1001-V,AST-1001,Vibration,2.71,2026-05-09 04:36,2.5
SNS-1001-V,AST-1001,Vibration,3.48,2026-05-10 22:28,2.5
SNS-1001-V,AST-1001,Vibration,3.72,2026-05-11 18:26,2.5
SNS-1001-V,AST-1001,Vibration,2.72,2026-05-12 13:29,2.5
SNS-1001-V,AST-1001,Vibration,2.85,2026-05-13 21:19,2.5
SNS-1001-V,AST-1001,Vibration,2.49,2026-05-14 12:37,2.5
SNS-1001-V,AST-1001,Vibration,2.58,2026-05-15 02:36,2.5
SNS-1001-V,AST-1001,Vibration,2.94,2026-05-16 17:13,2.5
SNS-1001-V,AST-1001,Vibration,2.8,2026-05-17 16:24,2.5
SNS-1001-V,AST-1001,Vibration,2.56,2026-05-18 01:58,2.5
SNS-1001-V,AST-1001,Vibration,2.53,2026-05-19 02:56,2.5
SNS-1001-V,AST-1001,Vibration,3.19,2026-05-20 14:14,2.5
SNS-1001-V,AST-1001,Vibration,3.19,2026-05-21 14:52,2.5
SNS-1001-V,AST-1001,Vibration,3.13,2026-05-22 07:14,2.5
SNS-1001-V,AST-1001,Vibration,3.18,2026-05-23 05:16,2.5
SNS-1001-V,AST-1001,Vibration,3.25,2026-05-24 05:01,2.5
SNS-1001-V,AST-1001,Vibration,2.53,2026-05-25 15:48,2.5
SNS-1001-V,AST-1001,Vibration,2.54,2026-05-26 03:46,2.5
SNS-1001-V,AST-1001,Vibration,2.77,2026-05-27 07:21,2.5
SNS-1001-V,AST-1001,Vibration,2.95,2026-05-28 18:23,2.5
SNS-1001-V,AST-1001,Vibration,2.88,2026-05-29 11:52,2.5
SNS-1001-V,AST-1001,Vibration,3.1,2026-05-30 02:55,2.5
SNS-1001-V,AST-1001,Vibration,3.07,2026-05-31 18:50,2.5
SNS-1001-V,AST-1001,Vibration,3.09,2026-06-01 21:02,2.5
SNS-1001-V,AST-1001,Vibration,2.96,2026-06-02 14:01,2.5
SNS-1001-V,AST-1001,Vibration,2.57,2026-06-03 01:08,2.5
SNS-1001-V,AST-1001,Vibration,2.94,2026-06-04 15:48,2.5
SNS-1001-V,AST-1001,Vibration,2.85,2026-06-05 12:27,2.5
SNS-1001-V,AST-1001,Vibration,2.7,2026-06-06 11:45,2.5
SNS-1001-V,AST-1001,Vibration,2.93,2026-06-07 03:38,2.5
SNS-1001-V,AST-1001,Vibration,2.98,2026-06-08 03:56,2.5
SNS-1001-V,AST-1001,Vibration,2.9,2026-06-09 01:36,2.5
SNS-1001-V,AST-1001,Vibration,3.17,2026-06-10 22:29,2.5
SNS-1001-V,AST-1001,Vibration,2.75,2026-06-11 17:07,2.5
SNS-1001-V,AST-1001,Vibration,3.54,2026-06-12 09:50,2.5
SNS-1001-V,AST-1001,Vibration,3.55,2026-06-13 02:05,2.5
SNS-1001-V,AST-1001,Vibration,3.12,2026-06-14 16:05,2.5
SNS-1001-V,AST-1001,Vibration,2.84,2026-06-15 08:46,2.5
SNS-1001-V,AST-1001,Vibration,3.15,2026-06-16 16:51,2.5
SNS-1001-V,AST-1001,Vibration,2.57,2026-06-17 19:35,2.5
SNS-1001-V,AST-1001,Vibration,2.89,2026-06-18 16:44,2.5
SNS-1001-V,AST-1001,Vibration,2.65,2026-06-19 11:48,2.5
SNS-1001-V,AST-1001,Vibration,2.96,2026-06-20 12:23,2.5
SNS-1001-V,AST-1001,Vibration,3.18,2026-06-21 11:27,2.5
SNS-1001-V,AST-1001,Vibration,3.32,2026-06-22 09:19,2.5
SNS-1001-V,AST-1001,Vibration,2.95,2026-06-23 13:14,2.5
SNS-1001-V,AST-1001,Vibration,2.94,2026-06-24 02:14,2.5
SNS-1001-V,AST-1001,Vibration,3.4,2026-06-25 07:09,2.5
SNS-1001-V,AST-1001,Vibration,2.4,2026-06-26 07:32,2.5
SNS-1001-V,AST-1001,Vibration,2.85,2026-06-27 08:26,2.5
SNS-1001-V,AST-1001,Vibration,2.94,2026-06-28 05:27,2.5
SNS-1001-V,AST-1001,Vibration,3.09,2026-06-29 04:41,2.5
SNS-1001-V,AST-1001,Vibration,2.96,2026-06-30 07:33,2.5
SNS-1001-V,AST-1001,Vibration,2.88,2026-07-01 17:03,2.5
SNS-1001-V,AST-1001,Vibration,2.87,2026-07-02 08:42,2.5
SNS-1001-V,AST-1001,Vibration,3.11,2026-07-03 20:07,2.5
SNS-1001-V,AST-1001,Vibration,2.97,2026-07-04 04:55,2.5
SNS-1001-V,AST-1001,Vibration,2.59,2026-07-05 08:54,2.5
SNS-1001-V,AST-1001,Vibration,2.47,2026-07-06 15:58,2.5
SNS-1001-V,AST-1001,Vibration,3.09,2026-07-07 15:03,2.5
SNS-1001-V,AST-1001,Vibration,3.01,2026-07-08 03:16,2.5
SNS-1001-V,AST-1001,Vibration,3.44,2026-07-09 17:31,2.5
SNS-1001-V,AST-1001,Vibration,2.94,2026-07-10 14:47,2.5
SNS-1001-V,AST-1001,Vibration,2.73,2026-07-11 08:06,2.5
SNS-1001-V,AST-1001,Vibration,3.09,2026-07-12 11:28,2.5
SNS-1001-V,AST-1001,Vibration,3.12,2026-07-13 21:34,2.5
SNS-1001-V,AST-1001,Vibration,2.81,2026-07-14 04:01,2.5
SNS-1001-V,AST-1001,Vibration,3.02,2026-07-15 16:08,2.5
SNS-1001-V,AST-1001,Vibration,2.92,2026-07-16 05:21,2.5
SNS-1001-V,AST-1001,Vibration,3.09,2026-07-17 11:24,2.5
SNS-1001-V,AST-1001,Vibration,2.85,2026-07-18 11:31,2.5
SNS-1001-V,AST-1001,Vibration,3.06,2026-07-19 03:11,2.5
SNS-1001-V,AST-1001,Vibration,3.28,2026-07-20 02:57,2.5
SNS-1001-V,AST-1001,Vibration,2.51,2026-07-21 18:46,2.5
SNS-1001-V,AST-1001,Vibration,2.8,2026-07-22 16:37,2.5
SNS-1001-V,AST-1001,Vibration,2.9,2026-07-23 21:40,2.5
SNS-1001-V,AST-1001,Vibration,2.88,2026-07-24 04:04,2.5
SNS-1001-V,AST-1001,Vibration,2.84,2026-07-25 09:54,2.5
SNS-1001-P,AST-1001,Pressure,6.29,2024-07-25 05:19,6.5
SNS-1001-P,AST-1001,Pressure,6.58,2024-07-26 01:29,6.5
SNS-1001-P,AST-1001,Pressure,6.43,2024-07-27 17:47,6.5
SNS-1001-P,AST-1001,Pressure,6.22,2024-07-28 08:22,6.5
SNS-1001-P,AST-1001,Pressure,6.62,2024-07-29 04:21,6.5
SNS-1001-P,AST-1001,Pressure,6.38,2024-07-30 14:07,6.5
SNS-1001-P,AST-1001,Pressure,6.91,2024-07-31 12:10,6.5
SNS-1001-P,AST-1001,Pressure,5.96,2024-08-01 19:38,6.5
SNS-1001-P,AST-1001,Pressure,6.79,2024-08-02 21:05,6.5
SNS-1001-P,AST-1001,Pressure,6.63,2024-08-03 17:44,6.5
SNS-1001-P,AST-1001,Pressure,6.18,2024-08-04 16:05,6.5
SNS-1001-P,AST-1001,Pressure,6.64,2024-08-05 04:19,6.5
SNS-1001-P,AST-1001,Pressure,6.51,2024-08-06 14:39,6.5
SNS-1001-P,AST-1001,Pressure,6.46,2024-08-07 04:07,6.5
SNS-1001-P,AST-1001,Pressure,6.48,2024-08-08 19:29,6.5
SNS-1001-P,AST-1001,Pressure,6.59,2024-08-09 02:17,6.5
SNS-1001-P,AST-1001,Pressure,6.12,2024-08-10 01:32,6.5
SNS-1001-P,AST-1001,Pressure,6.93,2024-08-11 15:15,6.5
SNS-1001-P,AST-1001,Pressure,6.85,2024-08-12 19:33,6.5
SNS-1001-P,AST-1001,Pressure,6.42,2024-08-13 16:12,6.5
SNS-1001-P,AST-1001,Pressure,6.87,2024-08-14 22:26,6.5
SNS-1001-P,AST-1001,Pressure,6.61,2024-08-15 08:56,6.5
SNS-1001-P,AST-1001,Pressure,6.79,2024-08-16 08:04,6.5
SNS-1001-P,AST-1001,Pressure,6.44,2024-08-17 07:46,6.5
SNS-1001-P,AST-1001,Pressure,6.34,2024-08-18 08:26,6.5
SNS-1001-P,AST-1001,Pressure,5.71,2024-08-19 08:31,6.5
SNS-1001-P,AST-1001,Pressure,6.41,2024-08-20 15:15,6.5
SNS-1001-P,AST-1001,Pressure,6.91,2024-08-21 21:42,6.5
SNS-1001-P,AST-1001,Pressure,7.13,2024-08-22 14:30,6.5
SNS-1001-P,AST-1001,Pressure,6.86,2024-08-23 08:04,6.5
SNS-1001-P,AST-1001,Pressure,6.31,2024-08-24 00:42,6.5
SNS-1001-P,AST-1001,Pressure,5.85,2024-08-25 11:14,6.5
SNS-1001-P,AST-1001,Pressure,6.37,2024-08-26 10:16,6.5
SNS-1001-P,AST-1001,Pressure,6.74,2024-08-27 14:38,6.5
SNS-1001-P,AST-1001,Pressure,6.49,2024-08-28 06:57,6.5
SNS-1001-P,AST-1001,Pressure,6.95,2024-08-29 16:00,6.5
SNS-1001-P,AST-1001,Pressure,6.42,2024-08-30 21:57,6.5
SNS-1001-P,AST-1001,Pressure,6.6,2024-08-31 10:55,6.5
SNS-1001-P,AST-1001,Pressure,6.45,2024-09-01 05:27,6.5
SNS-1001-P,AST-1001,Pressure,6.65,2024-09-02 13:21,6.5
SNS-1001-P,AST-1001,Pressure,6.6,2024-09-03 15:19,6.5
SNS-1001-P,AST-1001,Pressure,6.22,2024-09-04 20:12,6.5
SNS-1001-P,AST-1001,Pressure,6.67,2024-09-05 00:14,6.5
SNS-1001-P,AST-1001,Pressure,6.87,2024-09-06 14:32,6.5
SNS-1001-P,AST-1001,Pressure,6.34,2024-09-07 02:24,6.5
SNS-1001-P,AST-1001,Pressure,6.9,2024-09-08 15:58,6.5
SNS-1001-P,AST-1001,Pressure,6.6,2024-09-09 10:50,6.5
SNS-1001-P,AST-1001,Pressure,6.07,2024-09-10 20:12,6.5
SNS-1001-P,AST-1001,Pressure,6.52,2024-09-11 11:55,6.5
SNS-1001-P,AST-1001,Pressure,6.84,2024-09-12 08:50,6.5
SNS-1001-P,AST-1001,Pressure,6.24,2024-09-13 08:54,6.5
SNS-1001-P,AST-1001,Pressure,6.49,2024-09-14 11:58,6.5
SNS-1001-P,AST-1001,Pressure,6.41,2024-09-15 10:09,6.5
SNS-1001-P,AST-1001,Pressure,6.61,2024-09-16 17:15,6.5
SNS-1001-P,AST-1001,Pressure,7.1,2024-09-17 20:30,6.5
SNS-1001-P,AST-1001,Pressure,6.82,2024-09-18 12:32,6.5
SNS-1001-P,AST-1001,Pressure,6.11,2024-09-19 16:01,6.5
SNS-1001-P,AST-1001,Pressure,6.7,2024-09-20 12:57,6.5
SNS-1001-P,AST-1001,Pressure,6.41,2024-09-21 19:58,6.5
SNS-1001-P,AST-1001,Pressure,6.63,2024-09-22 07:53,6.5
SNS-1001-P,AST-1001,Pressure,6.77,2024-09-23 00:20,6.5
SNS-1001-P,AST-1001,Pressure,6.28,2024-09-24 15:55,6.5
SNS-1001-P,AST-1001,Pressure,6.88,2024-09-25 12:04,6.5
SNS-1001-P,AST-1001,Pressure,6.46,2024-09-26 17:38,6.5
SNS-1001-P,AST-1001,Pressure,6.79,2024-09-27 16:54,6.5
SNS-1001-P,AST-1001,Pressure,6.96,2024-09-28 02:31,6.5
